paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference,aspect_ratio,log_diameter,is_swcnn,is_cvd,temp_normalized,has_catalyst,has_carbon_source,volume_fraction_est
REAL_0781,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,8,Floating Catalyst,,,,86500.0,0.107,0.8,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.035555555555555556
REAL_0782,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,5,Floating Catalyst,,,,91299.9999999999,0.115,1.0,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.022222222222222223
REAL_0783,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,7,Floating Catalyst,,,,141000.0,0.121,1.9,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.03111111111111111
REAL_0784,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,10,Floating Catalyst,,,,66300.0,0.087,1.2,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.044444444444444446
REAL_0785,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,19,Floating Catalyst,,,,100999.9999999999,0.132,1.3,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.08444444444444445
REAL_0786,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,11,Floating Catalyst,,,,144000.0,0.169,1.7,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.04888888888888889
REAL_0787,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,18,Floating Catalyst,,,,215000.0,0.227,2.0,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.08
REAL_0788,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,6,Floating Catalyst,,,,95099.99999999993,0.142,1.4,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.026666666666666665
REAL_0789,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,6,Floating Catalyst,,,,205000.0,0.156,1.9,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.026666666666666665
REAL_0790,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,10,Floating Catalyst,,,,300000.0,0.183,2.4,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.044444444444444446
REAL_0791,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,6,Floating Catalyst,,,,499000.0,0.243,2.5,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.026666666666666665
REAL_0792,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.8,455.6,8,Electrodeposition,,,,25000000.0,,,Metal CNT Composite,Real,MWCNT,"2016_Nano-scale, planar and multi-tiered current pathways from a carbon nanotube-copper composite with high conductivity, ampacity and stability",162714.2857142857,0.4471581864473636,0,0,0.0,0,0,1.0204081632653064
REAL_0794,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,13500.0,15,Floating Catalyst,,,,165517.2413793099,0.257142857142857,11.6141732283464,Aligned Multiwall CNTs,Real,MWCNT,2016_Super-strong and highly conductive carbon nanotube ribbons from post-treatment methods,900000.0,1.1760912880086458,0,0,0.0,0,0,0.06666666666666667
REAL_0795,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,10,Floating Catalyst,,,,1189655.17241379,2.79285714285714,90.7480314960629,Aligned Multiwall CNTs,Real,MWCNT,2016_Super-strong and highly conductive carbon nanotube ribbons from post-treatment methods,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.044444444444444446
REAL_0796,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,13,Floating Catalyst,,,,493103.4482758619,3.44285714285714,263.188976377952,Aligned Multiwall CNTs,Real,MWCNT,2016_Super-strong and highly conductive carbon nanotube ribbons from post-treatment methods,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.057777777777777775
REAL_0798,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,1786.1108017955,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0799,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,48643.2855084846,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0800,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,62214.7169726349,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0801,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,3,Buckypaper,,,,50547.9682119125,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0802,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,4,Buckypaper,,,,206449.9655852557,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0803,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,2,Buckypaper,,,,1740.7407407407002,0.105,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Free-standing films from chirality-controlled carbon nanotubes,45560.0,1.000000043429446,0,0,0.0,0,0,0.02
REAL_0804,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,42.0,455.6,3,Buckypaper,,,,2333.3333333333003,0.085,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Free-standing films from chirality-controlled carbon nanotubes,10847.619047619048,1.6232493007382451,0,0,0.0,0,0,0.0017006802721088437
REAL_0805,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,0.81,455.6,4,Buckypaper,,,,4333.3333333333,0.122,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Free-standing films from chirality-controlled carbon nanotubes,562469.1358024691,-0.09151444495565413,0,0,0.0,0,0,6.096631611034902
REAL_0806,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,0.87,455.6,2,Buckypaper,,,,19444.4444444444,0.117,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Free-standing films from chirality-controlled carbon nanotubes,523678.1609195402,-0.06048024819260869,0,0,0.0,0,0,2.642356982428326
REAL_0825,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.29,455.6,2,Buckypaper,,,,584000.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,353178.2945736434,0.11059004696150754,0,0,0.0,0,0,1.2018508503094765
REAL_0826,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.28,455.6,2,Buckypaper,,,,190204.496336401,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,355937.5,0.1072103089402998,0,0,0.0,0,0,1.220703125
REAL_0827,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.28,455.6,3,Buckypaper,,,,131865.1005076979,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,355937.5,0.1072103089402998,0,0,0.0,0,0,1.8310546875
REAL_0828,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.28,455.6,2,Buckypaper,,,,103808.703308664,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,355937.5,0.1072103089402998,0,0,0.0,0,0,1.220703125
REAL_0829,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.28,455.6,3,Buckypaper,,,,6628.7031618264,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,355937.5,0.1072103089402998,0,0,0.0,0,0,1.8310546875
REAL_0830,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.0,455.6,4,Buckypaper,,,,10695.984852697398,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,4.0
REAL_0831,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.0,455.6,4,Buckypaper,,,,102268.117027206,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,4.0
REAL_0832,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.0,455.6,4,Buckypaper,,,,130882.9625928199,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,4.0
REAL_0833,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.3,455.6,3,Buckypaper,,,,2127.757244814,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,350461.53846153844,0.11394368637938665,0,0,0.0,0,0,1.7751479289940826
REAL_0834,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.3,455.6,4,Buckypaper,,,,104587.677602903,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,350461.53846153844,0.11394368637938665,0,0,0.0,0,0,2.3668639053254434
REAL_0835,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.3,455.6,4,Buckypaper,,,,119652.5828732069,,,Unaligned Few-wall CNTs,Real,FWCNT,2017 Large n- and p-type thermoelectric power factors from doped semiconducting single-walled carbon nanotube thin films,350461.53846153844,0.11394368637938665,0,0,0.0,0,0,2.3668639053254434
REAL_0848,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,4,Aligned Buckypaper,,,,22222.2222222222,,,Aligned Few-wall CNTs,Real,FWCNT,2017 Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0849,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,1.4,455.6,2,Aligned Buckypaper,,,,190476.1904761904,,,Aligned Few-wall CNTs,Real,FWCNT,2017 Strong and Broadly Tunable Plasmon Resonances in Thick Films of Aligned Carbon Nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0850,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,8,Forest derived,,,,10255.1028297509,0.2024253731343279,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.08
REAL_0851,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,14,Forest derived,,,,14199.126333694,0.220335820895522,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.14
REAL_0852,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,11,Forest derived,,,,20160.3139013452,0.482276119402985,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.11
REAL_0853,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,8,Forest derived,,,,13397.4408535641,0.301492537313432,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.08
REAL_0854,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,5,Forest derived,,,,14962.0766970774,0.272947761194029,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.05
REAL_0855,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,12,Forest derived,,,,20561.1952992113,0.387126865671641,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.12
REAL_0856,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,18,Forest derived,,,,18324.107004793503,0.417350746268656,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.18
REAL_0857,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2017,Meta-Analysis Database,10.0,455.6,10,Forest derived,,,,15880.1608164527,0.260634328358208,,Aligned Multiwall CNTs,Real,MWCNT,2017 Three-dimensional texture analysis of aligned carbon nanotube structures,45560.0,1.000000043429446,0,0,0.0,0,0,0.1
